Start,Stop,Year,Month,Temperature,Quality
1999-07-01 00:00:01,1999-08-01 00:00:00,1999,07,18.0,Y
1999-08-01 00:00:01,1999-09-01 00:00:00,1999,08,16.9,Y
1999-09-01 00:00:01,1999-10-01 00:00:00,1999,09,16.3,Y
1999-10-01 00:00:01,1999-11-01 00:00:00,1999,10,8.9,Y
1999-11-01 00:00:01,1999-12-01 00:00:00,1999,11,5.8,Y
1999-12-01 00:00:01,2000-01-01 00:00:00,1999,12,1.1,Y
2000-01-01 00:00:01,2000-02-01 00:00:00,2000,01,2.5,Y
2000-02-01 00:00:01,2000-03-01 00:00:00,2000,02,2.9,Y
2000-03-01 00:00:01,2000-04-01 00:00:00,2000,03,3.3,Y
2000-04-01 00:00:01,2000-05-01 00:00:00,2000,04,9.1,Y
2000-05-01 00:00:01,2000-06-01 00:00:00,2000,05,13.5,Y
2000-06-01 00:00:01,2000-07-01 00:00:00,2000,06,14.6,Y
2000-07-01 00:00:01,2000-08-01 00:00:00,2000,07,16.4,Y
2000-08-01 00:00:01,2000-09-01 00:00:00,2000,08,16.1,Y
2000-09-01 00:00:01,2000-10-01 00:00:00,2000,09,12.9,Y
2000-10-01 00:00:01,2000-11-01 00:00:00,2000,10,11.4,Y
2000-11-01 00:00:01,2000-12-01 00:00:00,2000,11,7.6,Y
2000-12-01 00:00:01,2001-01-01 00:00:00,2000,12,3.3,Y
2001-01-01 00:00:01,2001-02-01 00:00:00,2001,01,1.4,Y
2001-02-01 00:00:01,2001-03-01 00:00:00,2001,02,-1.4,Y
2001-03-01 00:00:01,2001-04-01 00:00:00,2001,03,0.5,Y
2001-04-01 00:00:01,2001-05-01 00:00:00,2001,04,5.8,Y
2001-05-01 00:00:01,2001-06-01 00:00:00,2001,05,12.1,Y
2001-06-01 00:00:01,2001-07-01 00:00:00,2001,06,14.0,Y
2001-07-01 00:00:01,2001-08-01 00:00:00,2001,07,18.4,Y
2001-08-01 00:00:01,2001-09-01 00:00:00,2001,08,17.2,Y
2001-09-01 00:00:01,2001-10-01 00:00:00,2001,09,12.9,Y
2001-10-01 00:00:01,2001-11-01 00:00:00,2001,10,11.8,Y
2001-11-01 00:00:01,2001-12-01 00:00:00,2001,11,4.4,Y
2001-12-01 00:00:01,2002-01-01 00:00:00,2001,12,-1.1,Y
2002-01-01 00:00:01,2002-02-01 00:00:00,2002,01,2.3,Y
2002-02-01 00:00:01,2002-03-01 00:00:00,2002,02,3.9,Y
2002-03-01 00:00:01,2002-04-01 00:00:00,2002,03,4.2,Y
2002-04-01 00:00:01,2002-05-01 00:00:00,2002,04,7.8,Y
2002-05-01 00:00:01,2002-06-01 00:00:00,2002,05,13.9,Y
2002-06-01 00:00:01,2002-07-01 00:00:00,2002,06,16.6,Y
2002-07-01 00:00:01,2002-08-01 00:00:00,2002,07,18.5,Y
2002-08-01 00:00:01,2002-09-01 00:00:00,2002,08,20.6,Y
2002-09-01 00:00:01,2002-10-01 00:00:00,2002,09,14.8,Y
2002-10-01 00:00:01,2002-11-01 00:00:00,2002,10,5.6,Y
2002-11-01 00:00:01,2002-12-01 00:00:00,2002,11,2.5,Y
2002-12-01 00:00:01,2003-01-01 00:00:00,2002,12,-1.9,Y
2003-01-01 00:00:01,2003-02-01 00:00:00,2003,01,-1.1,Y
2003-02-01 00:00:01,2003-03-01 00:00:00,2003,02,-1.8,Y
2003-03-01 00:00:01,2003-04-01 00:00:00,2003,03,2.8,Y
2003-04-01 00:00:01,2003-05-01 00:00:00,2003,04,7.1,Y
2003-05-01 00:00:01,2003-06-01 00:00:00,2003,05,11.9,Y
2003-06-01 00:00:01,2003-07-01 00:00:00,2003,06,16.7,Y
2003-07-01 00:00:01,2003-08-01 00:00:00,2003,07,19.4,Y
2003-08-01 00:00:01,2003-09-01 00:00:00,2003,08,18.1,Y
2003-09-01 00:00:01,2003-10-01 00:00:00,2003,09,14.6,Y
2003-10-01 00:00:01,2003-11-01 00:00:00,2003,10,6.0,Y
2003-11-01 00:00:01,2003-12-01 00:00:00,2003,11,5.9,Y
2003-12-01 00:00:01,2004-01-01 00:00:00,2003,12,3.6,Y
2004-01-01 00:00:01,2004-02-01 00:00:00,2004,01,-2.0,Y
2004-02-01 00:00:01,2004-03-01 00:00:00,2004,02,1.0,Y
2004-03-01 00:00:01,2004-04-01 00:00:00,2004,03,3.0,Y
2004-04-01 00:00:01,2004-05-01 00:00:00,2004,04,8.6,Y
2004-05-01 00:00:01,2004-06-01 00:00:00,2004,05,12.8,Y
2004-06-01 00:00:01,2004-07-01 00:00:00,2004,06,14.4,Y
2004-07-01 00:00:01,2004-08-01 00:00:00,2004,07,16.1,Y
2004-08-01 00:00:01,2004-09-01 00:00:00,2004,08,18.8,Y
2004-09-01 00:00:01,2004-10-01 00:00:00,2004,09,14.0,Y
2004-10-01 00:00:01,2004-11-01 00:00:00,2004,10,8.9,Y
2004-11-01 00:00:01,2004-12-01 00:00:00,2004,11,4.0,Y
2004-12-01 00:00:01,2005-01-01 00:00:00,2004,12,4.2,Y
2005-01-01 00:00:01,2005-02-01 00:00:00,2005,01,2.9,Y
2005-02-01 00:00:01,2005-03-01 00:00:00,2005,02,-0.3,Y
2005-03-01 00:00:01,2005-04-01 00:00:00,2005,03,0.7,Y
2005-04-01 00:00:01,2005-05-01 00:00:00,2005,04,8.0,Y
2005-05-01 00:00:01,2005-06-01 00:00:00,2005,05,11.4,Y
2005-06-01 00:00:01,2005-07-01 00:00:00,2005,06,14.9,Y
2005-07-01 00:00:01,2005-08-01 00:00:00,2005,07,19.2,Y
2005-08-01 00:00:01,2005-09-01 00:00:00,2005,08,17.0,Y
2005-09-01 00:00:01,2005-10-01 00:00:00,2005,09,14.8,Y
2005-10-01 00:00:01,2005-11-01 00:00:00,2005,10,10.3,Y
2005-11-01 00:00:01,2005-12-01 00:00:00,2005,11,6.0,Y
2005-12-01 00:00:01,2006-01-01 00:00:00,2005,12,1.7,Y
2006-01-01 00:00:01,2006-02-01 00:00:00,2006,01,-1.9,Y
2006-02-01 00:00:01,2006-03-01 00:00:00,2006,02,-0.7,Y
2006-03-01 00:00:01,2006-04-01 00:00:00,2006,03,-1.7,Y
2006-04-01 00:00:01,2006-05-01 00:00:00,2006,04,6.1,Y
2006-05-01 00:00:01,2006-06-01 00:00:00,2006,05,12.6,Y
2006-06-01 00:00:01,2006-07-01 00:00:00,2006,06,16.6,Y
2006-07-01 00:00:01,2006-08-01 00:00:00,2006,07,21.0,Y
2006-08-01 00:00:01,2006-09-01 00:00:00,2006,08,18.2,Y
2006-09-01 00:00:01,2006-10-01 00:00:00,2006,09,17.1,Y
2006-10-01 00:00:01,2006-11-01 00:00:00,2006,10,12.1,Y
2006-11-01 00:00:01,2006-12-01 00:00:00,2006,11,7.7,Y
2006-12-01 00:00:01,2007-01-01 00:00:00,2006,12,6.9,Y
2007-01-01 00:00:01,2007-02-01 00:00:00,2007,01,3.9,Y
2007-02-01 00:00:01,2007-03-01 00:00:00,2007,02,0.7,Y
2007-03-01 00:00:01,2007-04-01 00:00:00,2007,03,6.2,Y
2007-04-01 00:00:01,2007-05-01 00:00:00,2007,04,9.2,Y
2007-05-01 00:00:01,2007-06-01 00:00:00,2007,05,12.0,Y
2007-06-01 00:00:01,2007-07-01 00:00:00,2007,06,17.5,Y
2007-07-01 00:00:01,2007-08-01 00:00:00,2007,07,16.3,Y
2007-08-01 00:00:01,2007-09-01 00:00:00,2007,08,17.6,Y
2007-09-01 00:00:01,2007-10-01 00:00:00,2007,09,13.4,Y
2007-10-01 00:00:01,2007-11-01 00:00:00,2007,10,8.5,Y
2007-11-01 00:00:01,2007-12-01 00:00:00,2007,11,4.2,Y
2007-12-01 00:00:01,2008-01-01 00:00:00,2007,12,3.9,Y
2008-01-01 00:00:01,2008-02-01 00:00:00,2008,01,3.7,Y
2008-02-01 00:00:01,2008-03-01 00:00:00,2008,02,4.6,Y
2008-03-01 00:00:01,2008-04-01 00:00:00,2008,03,3.0,Y
2008-04-01 00:00:01,2008-05-01 00:00:00,2008,04,8.5,Y
2008-05-01 00:00:01,2008-06-01 00:00:00,2008,05,13.5,Y
2008-06-01 00:00:01,2008-07-01 00:00:00,2008,06,16.2,Y
2008-07-01 00:00:01,2008-08-01 00:00:00,2008,07,19.3,Y
2008-08-01 00:00:01,2008-09-01 00:00:00,2008,08,16.9,Y
2008-09-01 00:00:01,2008-10-01 00:00:00,2008,09,13.2,Y
2008-10-01 00:00:01,2008-11-01 00:00:00,2008,10,10.3,Y
2008-11-01 00:00:01,2008-12-01 00:00:00,2008,11,4.8,Y
2008-12-01 00:00:01,2009-01-01 00:00:00,2008,12,2.3,Y
2009-01-01 00:00:01,2009-02-01 00:00:00,2009,01,0.7,Y
2009-02-01 00:00:01,2009-03-01 00:00:00,2009,02,-0.6,Y
2009-03-01 00:00:01,2009-04-01 00:00:00,2009,03,3.4,Y
2009-04-01 00:00:01,2009-05-01 00:00:00,2009,04,10.4,Y
2009-05-01 00:00:01,2009-06-01 00:00:00,2009,05,12.4,Y
2009-06-01 00:00:01,2009-07-01 00:00:00,2009,06,15.6,Y
2009-07-01 00:00:01,2009-08-01 00:00:00,2009,07,18.3,Y
2009-08-01 00:00:01,2009-09-01 00:00:00,2009,08,17.9,Y
2009-09-01 00:00:01,2009-10-01 00:00:00,2009,09,14.5,Y
2009-10-01 00:00:01,2009-11-01 00:00:00,2009,10,6.9,Y
2009-11-01 00:00:01,2009-12-01 00:00:00,2009,11,6.8,Y
2009-12-01 00:00:01,2010-01-01 00:00:00,2009,12,-0.5,Y
2010-01-01 00:00:01,2010-02-01 00:00:00,2010,01,-5.5,Y
2010-02-01 00:00:01,2010-03-01 00:00:00,2010,02,-3.5,Y
2010-03-01 00:00:01,2010-04-01 00:00:00,2010,03,1.9,Y
2010-04-01 00:00:01,2010-05-01 00:00:00,2010,04,7.2,Y
2010-05-01 00:00:01,2010-06-01 00:00:00,2010,05,11.3,Y
2010-06-01 00:00:01,2010-07-01 00:00:00,2010,06,15.3,Y
2010-07-01 00:00:01,2010-08-01 00:00:00,2010,07,19.5,Y
2010-08-01 00:00:01,2010-09-01 00:00:00,2010,08,17.2,Y
2010-09-01 00:00:01,2010-10-01 00:00:00,2010,09,12.9,Y
2010-10-01 00:00:01,2010-11-01 00:00:00,2010,10,7.9,Y
2010-11-01 00:00:01,2010-12-01 00:00:00,2010,11,1.8,Y
2010-12-01 00:00:01,2011-01-01 00:00:00,2010,12,-6.2,Y
2011-01-01 00:00:01,2011-02-01 00:00:00,2011,01,-0.8,Y
2011-02-01 00:00:01,2011-03-01 00:00:00,2011,02,-1.3,Y
2011-03-01 00:00:01,2011-04-01 00:00:00,2011,03,2.8,Y
2011-04-01 00:00:01,2011-05-01 00:00:00,2011,04,10.4,Y
2011-05-01 00:00:01,2011-06-01 00:00:00,2011,05,12.1,Y
2011-06-01 00:00:01,2011-07-01 00:00:00,2011,06,16.6,Y
2011-07-01 00:00:01,2011-08-01 00:00:00,2011,07,18.8,Y
2011-08-01 00:00:01,2011-09-01 00:00:00,2011,08,17.2,Y
2011-09-01 00:00:01,2011-10-01 00:00:00,2011,09,14.7,Y
2011-10-01 00:00:01,2011-11-01 00:00:00,2011,10,9.9,Y
2011-11-01 00:00:01,2011-12-01 00:00:00,2011,11,7.2,Y
2011-12-01 00:00:01,2012-01-01 00:00:00,2011,12,4.3,Y
2012-01-01 00:00:01,2012-02-01 00:00:00,2012,01,1.2,Y
2012-02-01 00:00:01,2012-03-01 00:00:00,2012,02,-1.0,Y
2012-03-01 00:00:01,2012-04-01 00:00:00,2012,03,5.6,Y
2012-04-01 00:00:01,2012-05-01 00:00:00,2012,04,6.3,Y
2012-05-01 00:00:01,2012-06-01 00:00:00,2012,05,13.4,Y
2012-06-01 00:00:01,2012-07-01 00:00:00,2012,06,13.9,Y
2012-07-01 00:00:01,2012-08-01 00:00:00,2012,07,17.4,Y
2012-08-01 00:00:01,2012-09-01 00:00:00,2012,08,17.2,Y
2012-09-01 00:00:01,2012-10-01 00:00:00,2012,09,13.4,Y
2012-10-01 00:00:01,2012-11-01 00:00:00,2012,10,8.3,Y
2012-11-01 00:00:01,2012-12-01 00:00:00,2012,11,6.2,Y
2012-12-01 00:00:01,2013-01-01 00:00:00,2012,12,-2.2,Y
2013-01-01 00:00:01,2013-02-01 00:00:00,2013,01,-1.2,Y
2013-02-01 00:00:01,2013-03-01 00:00:00,2013,02,-1.2,Y
2013-03-01 00:00:01,2013-04-01 00:00:00,2013,03,-0.7,Y
2013-04-01 00:00:01,2013-05-01 00:00:00,2013,04,5.8,Y
2013-05-01 00:00:01,2013-06-01 00:00:00,2013,05,14.0,Y
2013-06-01 00:00:01,2013-07-01 00:00:00,2013,06,15.8,Y
2013-07-01 00:00:01,2013-08-01 00:00:00,2013,07,18.5,Y
2013-08-01 00:00:01,2013-09-01 00:00:00,2013,08,17.8,Y
2013-09-01 00:00:01,2013-10-01 00:00:00,2013,09,13.3,Y
2013-10-01 00:00:01,2013-11-01 00:00:00,2013,10,10.4,Y
2013-11-01 00:00:01,2013-12-01 00:00:00,2013,11,5.9,Y
2014-01-01 00:00:01,2014-02-01 00:00:00,2014,01,0.2,Y
2014-02-01 00:00:01,2014-03-01 00:00:00,2014,02,4.0,Y
2014-03-01 00:00:01,2014-04-01 00:00:00,2014,03,6.1,Y
2014-04-01 00:00:01,2014-05-01 00:00:00,2014,04,9.3,Y
2014-05-01 00:00:01,2014-06-01 00:00:00,2014,05,12.8,Y
2014-06-01 00:00:01,2014-07-01 00:00:00,2014,06,16.1,Y
2014-07-01 00:00:01,2014-08-01 00:00:00,2014,07,21.2,Y
2014-08-01 00:00:01,2014-09-01 00:00:00,2014,08,17.2,Y
2014-09-01 00:00:01,2014-10-01 00:00:00,2014,09,14.8,Y
2014-10-01 00:00:01,2014-11-01 00:00:00,2014,10,11.6,Y
2014-11-01 00:00:01,2014-12-01 00:00:00,2014,11,7.0,Y
2014-12-01 00:00:01,2015-01-01 00:00:00,2014,12,3.2,Y
2015-01-01 00:00:01,2015-02-01 00:00:00,2015,01,3.0,Y
2015-02-01 00:00:01,2015-03-01 00:00:00,2015,02,2.2,Y
2015-03-01 00:00:01,2015-04-01 00:00:00,2015,03,5.0,Y
2015-04-01 00:00:01,2015-05-01 00:00:00,2015,04,7.9,Y
2015-05-01 00:00:01,2015-06-01 00:00:00,2015,05,10.3,Y
2015-06-01 00:00:01,2015-07-01 00:00:00,2015,06,14.2,Y
2015-07-01 00:00:01,2015-08-01 00:00:00,2015,07,17.1,Y
2015-08-01 00:00:01,2015-09-01 00:00:00,2015,08,18.6,Y
2015-09-01 00:00:01,2015-10-01 00:00:00,2015,09,14.0,Y
2015-10-01 00:00:01,2015-11-01 00:00:00,2015,10,9.5,Y
2015-11-01 00:00:01,2015-12-01 00:00:00,2015,11,7.4,Y
2015-12-01 00:00:01,2016-01-01 00:00:00,2015,12,6.0,Y
2016-01-01 00:00:01,2016-02-01 00:00:00,2016,01,-1.6,Y
2016-02-01 00:00:01,2016-03-01 00:00:00,2016,02,1.8,Y
2016-03-01 00:00:01,2016-04-01 00:00:00,2016,03,4.4,Y
2016-04-01 00:00:01,2016-05-01 00:00:00,2016,04,7.5,Y
2016-05-01 00:00:01,2016-06-01 00:00:00,2016,05,14.2,Y
2016-06-01 00:00:01,2016-07-01 00:00:00,2016,06,17.5,Y
2016-07-01 00:00:01,2016-08-01 00:00:00,2016,07,18.0,Y
2016-08-01 00:00:01,2016-09-01 00:00:00,2016,08,16.7,Y
2016-09-01 00:00:01,2016-10-01 00:00:00,2016,09,16.9,Y
2016-10-01 00:00:01,2016-11-01 00:00:00,2016,10,8.3,Y
2016-11-01 00:00:01,2016-12-01 00:00:00,2016,11,3.8,Y
2016-12-01 00:00:01,2017-01-01 00:00:00,2016,12,4.4,Y
2017-01-01 00:00:01,2017-02-01 00:00:00,2017,01,1.4,Y
2017-02-01 00:00:01,2017-03-01 00:00:00,2017,02,1.5,Y
2017-03-01 00:00:01,2017-04-01 00:00:00,2017,03,4.4,Y
2017-04-01 00:00:01,2017-05-01 00:00:00,2017,04,6.6,Y
2017-05-01 00:00:01,2017-06-01 00:00:00,2017,05,13.1,Y
2017-06-01 00:00:01,2017-07-01 00:00:00,2017,06,16.1,Y
2017-07-01 00:00:01,2017-08-01 00:00:00,2017,07,17.4,Y
2017-08-01 00:00:01,2017-09-01 00:00:00,2017,08,16.9,Y
2017-09-01 00:00:01,2017-10-01 00:00:00,2017,09,14.0,Y
2017-10-01 00:00:01,2017-11-01 00:00:00,2017,10,10.1,Y
2017-11-01 00:00:01,2017-12-01 00:00:00,2017,11,5.1,Y
2017-12-01 00:00:01,2018-01-01 00:00:00,2017,12,3.6,Y
2018-01-01 00:00:01,2018-02-01 00:00:00,2018,01,2.1,Y
2018-02-01 00:00:01,2018-03-01 00:00:00,2018,02,-1.5,Y
2018-03-01 00:00:01,2018-04-01 00:00:00,2018,03,-0.3,Y
2018-04-01 00:00:01,2018-05-01 00:00:00,2018,04,8.6,Y
2018-05-01 00:00:01,2018-06-01 00:00:00,2018,05,17.6,Y
2018-06-01 00:00:01,2018-07-01 00:00:00,2018,06,18.2,Y
2018-07-01 00:00:01,2018-08-01 00:00:00,2018,07,21.4,Y
2018-08-01 00:00:01,2018-09-01 00:00:00,2018,08,18.2,Y
2018-09-01 00:00:01,2018-10-01 00:00:00,2018,09,14.8,Y
2018-10-01 00:00:01,2018-11-01 00:00:00,2018,10,10.3,Y
2018-11-01 00:00:01,2018-12-01 00:00:00,2018,11,5.7,Y
2018-12-01 00:00:01,2019-01-01 00:00:00,2018,12,3.0,Y
2019-01-01 00:00:01,2019-02-01 00:00:00,2019,01,0.4,Y
2019-02-01 00:00:01,2019-03-01 00:00:00,2019,02,3.8,Y
2019-03-01 00:00:01,2019-04-01 00:00:00,2019,03,5.0,Y
2019-04-01 00:00:01,2019-05-01 00:00:00,2019,04,9.7,Y
2019-05-01 00:00:01,2019-06-01 00:00:00,2019,05,10.9,Y
2019-06-01 00:00:01,2019-07-01 00:00:00,2019,06,17.8,Y
2019-07-01 00:00:01,2019-08-01 00:00:00,2019,07,18.6,Y
2019-08-01 00:00:01,2019-09-01 00:00:00,2019,08,18.3,Y
2019-09-01 00:00:01,2019-10-01 00:00:00,2019,09,14.3,Y
2019-10-01 00:00:01,2019-11-01 00:00:00,2019,10,9.0,Y
2019-11-01 00:00:01,2019-12-01 00:00:00,2019,11,5.2,Y
2019-12-01 00:00:01,2020-01-01 00:00:00,2019,12,4.6,Y
2020-01-01 00:00:01,2020-02-01 00:00:00,2020,01,5.7,Y
2020-02-01 00:00:01,2020-03-01 00:00:00,2020,02,4.4,Y
2020-03-01 00:00:01,2020-04-01 00:00:00,2020,03,4.6,Y
2020-04-01 00:00:01,2020-05-01 00:00:00,2020,04,8.3,Y
2020-05-01 00:00:01,2020-06-01 00:00:00,2020,05,10.9,Y
2020-06-01 00:00:01,2020-07-01 00:00:00,2020,06,18.9,Y
2020-07-01 00:00:01,2020-08-01 00:00:00,2020,07,16.5,Y
2020-08-01 00:00:01,2020-09-01 00:00:00,2020,08,19.5,Y
2020-09-01 00:00:01,2020-10-01 00:00:00,2020,09,15.2,Y
2020-10-01 00:00:01,2020-11-01 00:00:00,2020,10,10.6,Y
2020-11-01 00:00:01,2020-12-01 00:00:00,2020,11,8.2,Y
2020-12-01 00:00:01,2021-01-01 00:00:00,2020,12,4.6,Y
2021-01-01 00:00:01,2021-02-01 00:00:00,2021,01,-0.1,Y
2021-02-01 00:00:01,2021-03-01 00:00:00,2021,02,-1.2,Y
2021-03-01 00:00:01,2021-04-01 00:00:00,2021,03,4.1,Y
2021-04-01 00:00:01,2021-05-01 00:00:00,2021,04,6.8,Y
2021-05-01 00:00:01,2021-06-01 00:00:00,2021,05,11.3,Y
2021-06-01 00:00:01,2021-07-01 00:00:00,2021,06,17.8,Y
2021-07-01 00:00:01,2021-08-01 00:00:00,2021,07,20.8,Y
